ts,platform,ms_played,conn_country,ip_addr,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,episode_name,episode_show_name,spotify_episode_uri,audiobook_title,audiobook_uri,audiobook_chapter_uri,audiobook_chapter_title,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode
2023-05-23T02:58:00Z,android,154846,PH,,What A Time (feat. Niall Horan),Julia Michaels,Inner Monologue Part 1,spotify:track:5WtfUKzXircvW8l5aaVZWT,,,,,,,,backbtn,unexpected-exit-while-paused,FALSE,FALSE,FALSE,1684810524,FALSE
2023-05-23T10:42:43Z,android,3036,PH,,What A Time (feat. Niall Horan),Julia Michaels,Inner Monologue Part 1,spotify:track:5WtfUKzXircvW8l5aaVZWT,,,,,,,,appload,fwdbtn,FALSE,TRUE,FALSE,1684838533,FALSE
2023-05-23T10:42:45Z,android,1396,PH,,The Joker And The Queen (feat. Taylor Swift),Ed Sheeran,#NAME?,spotify:track:2dk3qSc7779ecP8w6rNoT9,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1684838563,FALSE
2023-05-23T10:42:46Z,android,114,PH,,Anyone,Justin Bieber,Justice,spotify:track:2WnAKZefdRHxtBEkRjFOHC,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1684838565,FALSE
2023-05-23T10:42:49Z,android,0,PH,,HABIBI (MY LOVE),Faouzia,HABIBI (MY LOVE),spotify:track:7IZ5mUwsHLULx7vTHLzIHE,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1684838566,FALSE
2023-05-23T10:42:51Z,android,0,PH,,Worst Kind of Hurt,Laura Marano,Us,spotify:track:704gu7uPEwFdm0OhePgIl8,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1684838570,FALSE
2023-05-23T10:42:52Z,android,5,PH,,It's Ok If You Forget Me,Astrid S,Leave It Beautiful,spotify:track:4YwIOEhqg57IX2QasbetBi,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1684838571,FALSE
2023-05-23T10:42:53Z,android,0,PH,,Just Look Up (From Don’t Look Up),Ariana Grande,Just Look Up (From Don’t Look Up),spotify:track:3QPBocWfIcOCdFFvmqn60F,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1684838572,FALSE
2023-05-23T10:42:54Z,android,0,PH,,Wonder,Shawn Mendes,Wonder,spotify:track:6ZuahEctZD6w75peme58hm,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1684838574,FALSE
2023-05-23T10:42:55Z,android,0,PH,,Anybody Else,Faouzia,CITIZENS,spotify:track:5SR9WnrC9pGFfDld6xoil5,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1684838575,FALSE
2023-05-23T10:42:56Z,android,0,PH,,Fever Dream,Jillian Rossi,Fever Dream,spotify:track:6YNdQ5utvFnK4CTAnBga06,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1684838575,FALSE
2023-05-23T10:42:57Z,android,0,PH,,Colorblind,Rachel Grae,Colorblind,spotify:track:1jzGN7iqjlcSLEHrSJBTQ3,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1684838576,FALSE
2023-05-23T10:42:58Z,android,1381,PH,,Falling,Harry Styles,Fine Line,spotify:track:1ZMiCix7XSAbfAJlEZWMCp,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1684838577,FALSE
2023-05-23T10:42:59Z,android,0,PH,,Reckless,Madison Beer,Reckless,spotify:track:5ajjAnNRh8bxFvaVHzpPjh,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1684838578,FALSE
2023-05-23T10:43:01Z,android,1834,PH,,You Don't Even Know Me,Faouzia,You Don't Even Know Me,spotify:track:4wk9RMAmnUqFdgpBjplA4g,,,,,,,,fwdbtn,backbtn,FALSE,TRUE,FALSE,1684838579,FALSE
2023-05-23T10:43:03Z,android,0,PH,,You Don't Even Know Me,Faouzia,You Don't Even Know Me,spotify:track:4wk9RMAmnUqFdgpBjplA4g,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1684838583,FALSE
2023-05-23T10:43:03Z,android,0,PH,,Reckless,Madison Beer,Reckless,spotify:track:5ajjAnNRh8bxFvaVHzpPjh,,,,,,,,backbtn,fwdbtn,FALSE,TRUE,FALSE,1684838581,FALSE
2023-05-23T10:43:04Z,android,0,PH,,Carried Away (Love To Love) (with Madison Beer),Surf Mesa,Carried Away (Love To Love) (with Madison Beer),spotify:track:4IvuPZogXbY7LODs7qzr0W,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1684838583,FALSE
2023-05-23T10:43:05Z,android,0,PH,,Every Song,Gamma Skies,Lighthouse,spotify:track:7tBOKbICASSVPwkgaTlFfh,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1684838584,FALSE
2023-05-23T10:43:06Z,android,0,PH,,Outsider,Rachel Grae,Outsider,spotify:track:7GjqCtQAt8hXzk7yY2ESaX,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1684838585,FALSE
2023-05-23T10:43:07Z,android,0,PH,,Someday,OneRepublic,Human,spotify:track:6aDsgHPZsMztSbZernzlF8,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1684838586,FALSE
2023-05-23T10:43:08Z,android,0,PH,,"RIP, Love",Faouzia,CITIZENS,spotify:track:4pDenOoD01LCPgkzJgu437,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1684838587,FALSE
2023-05-23T10:48:08Z,android,158594,PH,,Here’s Your Perfect (with salem ilese),Jamie Miller,Here’s Your Perfect (with salem ilese),spotify:track:4Cw1fQBX3TaiZQwOAyddnj,,,,,,,,fwdbtn,trackdone,FALSE,FALSE,FALSE,1684838589,FALSE
2023-05-23T10:48:52Z,android,43290,PH,,Skin,Sabrina Carpenter,Skin,spotify:track:03B2SfXuvDh1m9F4tqrX07,,,,,,,,trackdone,fwdbtn,FALSE,TRUE,FALSE,1684838888,FALSE
2023-05-23T10:48:56Z,android,3328,PH,,How,Elina,Remember,spotify:track:1M2HXn0iXRD7KDJqtdGARb,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1684838933,FALSE
2023-05-23T10:53:09Z,android,247730,PH,,wish you well,Wrabel,these words are all for you,spotify:track:1Y3Lv6ul3BeSQltSAfwZdo,,,,,,,,fwdbtn,trackdone,FALSE,FALSE,FALSE,1684838936,FALSE
2023-05-23T10:53:34Z,android,24294,PH,,How It All Works Out - Stripped,Faouzia,How It All Works Out,spotify:track:3tBL4uJkFY93T4pctllM7W,,,,,,,,trackdone,fwdbtn,FALSE,TRUE,FALSE,1684839189,FALSE
2023-05-23T10:53:37Z,android,2751,PH,,Not Sad Anymore,Clara Mae,Not Sad Anymore,spotify:track:1AHa2iLVTyjMisXwg0oMh1,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1684839214,FALSE
2023-05-23T10:53:40Z,android,2444,PH,,Love Me Like You Do,Ellie Goulding,恋したくなるラブソング,spotify:track:4Wui4miiL1JR3QqWcbcKwD,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1684839218,FALSE
2023-05-23T10:53:49Z,android,1713,PH,,"I Choose - From The Netflix Original Film ""The Willoughbys""",Alessia Cara,I Choose,spotify:track:13QIjo2iGBgl56mNDjJOet,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1684839221,FALSE
2023-05-23T10:53:51Z,android,0,PH,,Hurt Again,Jillian Rossi,Hurt Again,spotify:track:3gdiyrJ3d1FGnYnCrVKwph,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1684839229,FALSE
2023-05-23T10:53:59Z,android,6672,PH,,My Heart's Grave,Faouzia,My Heart's Grave,spotify:track:6QIZUbPbMqbDUORTuZtxsV,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1684839231,FALSE
2023-05-23T10:54:10Z,android,10511,PH,,Hurts So Good,Astrid S,Leave It Beautiful - Complete,spotify:track:46u5B2WN4wryYLZuMAOmI4,,,,,,,,fwdbtn,endplay,FALSE,TRUE,FALSE,1684839239,FALSE
2023-05-23T10:57:50Z,android,221407,PH,,All Of The Girls You Loved Before,Taylor Swift,All Of The Girls You Loved Before,spotify:track:4P9Q0GojKVXpRTJCaL3kyy,,,,,,,,clickrow,endplay,FALSE,TRUE,FALSE,1684839250,FALSE
2023-05-23T11:01:13Z,android,202395,PH,,Lavender Haze,Taylor Swift,Midnights,spotify:track:5jQI2r1RdgtuT8S3iG8zFC,,,,,,,,trackdone,trackdone,FALSE,FALSE,FALSE,1684839471,FALSE
2023-05-23T11:04:00Z,android,166640,PH,,That’s Not How This Works (feat. Dan + Shay & Sabrina Carpenter) - Sabrina’s Version,Charlie Puth,That’s Not How This Works (feat. Dan + Shay & Sabrina Carpenter),spotify:track:2WNHUp4s806SJrsj698ZX3,,,,,,,,trackdone,trackdone,FALSE,FALSE,FALSE,1684839673,FALSE
2023-05-23T11:06:59Z,android,177954,PH,,Late Night Talking,Harry Styles,Harry's House,spotify:track:1qEmFfgcLObUfQm0j1W2CK,,,,,,,,trackdone,trackdone,FALSE,FALSE,FALSE,1684839840,FALSE
2023-05-23T11:10:14Z,android,194000,PH,,Ordinary,Amber Ais,Coming of Age,spotify:track:0hh4FKNzps7yMR90KHA1nE,,,,,,,,trackdone,trackdone,FALSE,FALSE,FALSE,1684840019,FALSE
2023-05-23T11:13:39Z,android,205427,PH,,Fall In Love Alone,Stacey Ryan,Fall In Love Alone,spotify:track:5xwBIieMMFUmLDgvG4DjFe,,,,,,,,trackdone,trackdone,FALSE,FALSE,FALSE,1684840214,FALSE
2023-05-23T11:17:23Z,android,223293,PH,,Afterglow,Taylor Swift,Lover,spotify:track:1SymEzIT3H8UZfibCs3TYi,,,,,,,,trackdone,trackdone,FALSE,FALSE,FALSE,1684840419,FALSE
2023-05-23T11:19:56Z,android,153037,PH,,Meltdown,Niall Horan,Meltdown,spotify:track:52Rfxu5AUNMV1qhhC2ZCkb,,,,,,,,trackdone,trackdone,FALSE,FALSE,FALSE,1684840643,FALSE
2023-05-23T11:23:28Z,android,211293,PH,,Daydreamin',Ariana Grande,Yours Truly,spotify:track:2CcQDI2IDhHbmBIFup58JE,,,,,,,,trackdone,trackdone,FALSE,FALSE,FALSE,1684840797,FALSE
2023-05-23T11:27:22Z,android,232857,PH,,Die For You (with Ariana Grande) - Remix,The Weeknd,Starboy,spotify:track:4W4fNrZYkobj539TOWsLO2,,,,,,,,trackdone,trackdone,FALSE,FALSE,FALSE,1684841009,FALSE
2023-05-23T11:30:11Z,android,168880,PH,,Wish You Were Sober,Conan Gray,Kid Krow,spotify:track:0kn2gu8Pd03DiYHzRvX2Xk,,,,,,,,trackdone,trackdone,FALSE,FALSE,FALSE,1684841242,FALSE
2023-05-23T11:33:52Z,android,220433,PH,,Wildest Dreams (Taylor's Version),Taylor Swift,Wildest Dreams (Taylor's Version),spotify:track:1Ov37jtRQ2YNAe8HzfczkL,,,,,,,,trackdone,trackdone,FALSE,FALSE,FALSE,1684841412,FALSE
2023-05-23T11:37:28Z,android,215506,PH,,deja vu,Olivia Rodrigo,SOUR,spotify:track:6HU7h9RYOaPRFeh0R3UeAr,,,,,,,,trackdone,trackdone,FALSE,FALSE,FALSE,1684841632,FALSE
2023-05-23T11:40:12Z,android,163648,PH,,Nonsense,Sabrina Carpenter,emails i can't send,spotify:track:6dgUya35uo964z7GZXM07g,,,,,,,,trackdone,trackdone,FALSE,FALSE,FALSE,1684841849,FALSE
2023-05-23T11:43:05Z,android,172106,PH,,everytime,Ariana Grande,Sweetener,spotify:track:0WdR2AyLW1Drd3OUdwezM0,,,,,,,,trackdone,trackdone,FALSE,FALSE,FALSE,1684842012,FALSE
2023-05-23T11:46:03Z,android,177253,PH,,SunKissing,Hailee Steinfeld,SunKissing,spotify:track:5YbGrhQCpOT4aOTlFgACke,,,,,,,,trackdone,trackdone,FALSE,FALSE,FALSE,1684842185,FALSE
2023-05-23T11:49:44Z,android,221306,PH,,Lover,Taylor Swift,Lover,spotify:track:1dGr1c8CrMLDpV6mPbImSI,,,,,,,,trackdone,trackdone,FALSE,FALSE,FALSE,1684842363,FALSE
2023-05-23T11:52:24Z,android,158536,PH,,People Watching,Conan Gray,Superache,spotify:track:3TFoEJe5zNuHZStRboWPxg,,,,,,,,trackdone,trackdone,FALSE,FALSE,FALSE,1684842584,FALSE
2023-05-23T11:54:57Z,android,152409,PH,,I Don’t Think That I Like Her,Charlie Puth,CHARLIE,spotify:track:3iLBFgaQJ94iarMgzrTuWb,,,,,,,,trackdone,fwdbtn,FALSE,TRUE,FALSE,1684842744,FALSE
2023-05-23T11:55:02Z,android,4453,PH,,Curtains,Ed Sheeran,-,spotify:track:6ZZf5a8oiInHDkBe9zXfLP,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1684842898,FALSE
2023-05-23T11:58:20Z,android,201882,PH,,pov,Ariana Grande,Positions,spotify:track:3UoULw70kMsiVXxW0L3A33,,,,,,,,fwdbtn,trackdone,FALSE,FALSE,FALSE,1684842903,FALSE
2023-05-23T12:02:11Z,android,231000,PH,,Style,Taylor Swift,1989,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,,,,,,,,trackdone,trackdone,FALSE,FALSE,FALSE,1684843104,FALSE
2023-05-23T12:02:35Z,android,22108,PH,,Cupid - Twin Ver.,FIFTY FIFTY,The Beginning: Cupid,spotify:track:7FbrGaHYVDmfr7KoLIZnQ7,,,,,,,,trackdone,fwdbtn,FALSE,TRUE,FALSE,1684843336,FALSE
2023-05-23T12:02:43Z,android,7740,PH,,Gasoline (feat. Taylor Swift),HAIM,Women In Music Pt III,spotify:track:2bzUVEvpZ7At5cYz1kOLI9,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1684843359,FALSE
2023-05-23T12:05:53Z,android,191013,PH,,Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,The Weeknd,After Hours,spotify:track:1oFAF1hdPOickyHgbuRjyX,,,,,,,,fwdbtn,trackdone,FALSE,FALSE,FALSE,1684843367,FALSE
2023-05-23T12:08:27Z,android,153190,PH,,Ghost,Justin Bieber,Justice,spotify:track:6I3mqTwhRpn34SLVafSH7G,,,,,,,,trackdone,trackdone,FALSE,FALSE,FALSE,1684843558,FALSE
2023-05-23T12:19:29Z,android,60302,PH,,Cruel Summer,Taylor Swift,Lover,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,,,,,,,,trackdone,logout,FALSE,FALSE,FALSE,1684843712,FALSE
2023-06-01T18:41:51Z,android,241185,PH,,Uhaw (Tayong Lahat),Dilaw,Uhaw (Tayong Lahat),spotify:track:47OFMuRu5lzJHRbtEXPBbs,,,,,,,,clickrow,endplay,FALSE,TRUE,FALSE,1685672777,FALSE
2023-06-01T18:44:38Z,android,165427,PH,,LDR - Sped Up,Shoti,Shoti Sped Up,spotify:track:14Vsn26hOxfbgVb4etM9jd,,,,,,,,trackdone,trackdone,FALSE,FALSE,FALSE,1685673020,FALSE
2023-06-01T18:45:56Z,android,76507,PH,,All Of The Girls You Loved Before,Taylor Swift,All Of The Girls You Loved Before,spotify:track:4P9Q0GojKVXpRTJCaL3kyy,,,,,,,,trackdone,fwdbtn,FALSE,TRUE,FALSE,1685673186,FALSE
2023-06-01T18:46:54Z,android,58339,PH,,Umaasa,Calein,Umaasa,spotify:track:4AULw1VRyJP17zMvwgTIUs,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1685673264,FALSE
2023-06-01T18:46:57Z,android,2501,PH,,Mahika,Adie,Mahika,spotify:track:47sq83n5WN22ZzYnGn8aTy,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1685673322,FALSE
2023-06-01T18:47:21Z,android,4368,PH,,Ikaw Lang,NOBITA,Ikaw Lang,spotify:track:16iRlyUMJVPqz62DlomMre,,,,,,,,fwdbtn,endplay,FALSE,TRUE,FALSE,1685673325,FALSE
2023-06-01T18:50:53Z,android,210800,PH,,Do You Remember,Jay Sean,All Or Nothing,spotify:track:6A5NlmBCsCGbJ27jHQgKV5,,,,,,,,clickrow,endplay,FALSE,TRUE,FALSE,1685673349,FALSE
2023-06-01T18:51:45Z,android,46544,PH,,Crush,David Archuleta,David Archuleta,spotify:track:4wCD0qOFNRu1Q6O3N6ycm4,,,,,,,,trackdone,fwdbtn,FALSE,TRUE,FALSE,1685673563,FALSE
2023-06-01T18:51:50Z,android,5259,PH,,It Girl,Jason Derulo,Future History,spotify:track:4fINc8dnfcz7AdhFYVA4i7,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1685673613,FALSE
2023-06-01T18:51:54Z,android,2451,PH,,Down,Jay Sean,All Or Nothing,spotify:track:6cmm1LMvZdB5zsCwX5BjqE,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1685673618,FALSE
2023-06-01T18:51:55Z,android,382,PH,,Summer Paradise (feat. Sean Paul) - Single Version,Simple Plan,Summer Paradise,spotify:track:03ZW7ctBFti8Odwn2hGZr9,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1685673622,FALSE
2023-06-01T18:51:56Z,android,0,PH,,Miss Independent,Ne-Yo,Year Of The Gentleman,spotify:track:34ceTg8ChN5HjrqiIYCn9Q,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1685673624,FALSE
2023-06-01T18:51:56Z,android,0,PH,,Domino,Jessie J,Who You Are,spotify:track:2fQxE0jVrjNMT9oJAXtSJR,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1685673623,FALSE
2023-06-01T18:51:57Z,android,0,PH,,Pretty Girls (feat. Travie McCoy),Iyaz,Pretty Girls (feat. Travie McCoy),spotify:track:3Ju48PMNQkAGxjJCbWcfeM,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1685673625,FALSE
2023-06-01T18:51:58Z,android,0,PH,,Good Time,Owl City,The Midsummer Station,spotify:track:1kPpge9JDLpcj15qgrPbYX,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1685673626,FALSE
2023-06-01T18:51:59Z,android,0,PH,,One Step At a Time,Jordin Sparks,Jordin Sparks,spotify:track:7rFe0uEHuONOTavUfaxEcS,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1685673627,FALSE
2023-06-01T18:52:00Z,android,0,PH,,Just A Dream,Nelly,5,spotify:track:3ZdJffjzJWFimSQyxgGIxN,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1685673627,FALSE
2023-06-01T18:52:01Z,android,0,PH,,Pretty Girl Rock,Keri Hilson,No Boys Allowed,spotify:track:2Adn2LNgkHMH5TelQVAu4n,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1685673628,FALSE
2023-06-01T18:52:02Z,android,0,PH,,We Found Love,Rihanna,Talk That Talk,spotify:track:6qn9YLKt13AGvpq9jfO8py,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1685673629,FALSE
2023-06-01T18:52:03Z,android,0,PH,,2012 (It Ain't The End),Jay Sean,2012 (It Ain't The End),spotify:track:1ERCOXHQcoLSTlgmNTlcrR,,,,,,,,fwdbtn,backbtn,FALSE,TRUE,FALSE,1685673630,FALSE
2023-06-02T02:44:08Z,android,215226,PH,,We Found Love,Rihanna,Talk That Talk,spotify:track:6qn9YLKt13AGvpq9jfO8py,,,,,,,,backbtn,trackdone,FALSE,FALSE,FALSE,1685673631,FALSE
2023-06-02T02:47:50Z,android,222200,PH,,2012 (It Ain't The End),Jay Sean,2012 (It Ain't The End),spotify:track:1ERCOXHQcoLSTlgmNTlcrR,,,,,,,,trackdone,trackdone,FALSE,FALSE,FALSE,1685673847,FALSE
2023-06-02T02:51:38Z,android,227146,PH,,Brokenhearted,Karmin,Hello,spotify:track:4urcG6Nfubqsuqy3juMjBi,,,,,,,,trackdone,trackdone,FALSE,FALSE,FALSE,1685674070,FALSE
2023-06-02T02:55:01Z,android,201946,PH,,Eenie Meenie,Sean Kingston,Eenie Meenie,spotify:track:4vVTI94F9uJ8lHNDWKv0i2,,,,,,,,trackdone,trackdone,FALSE,FALSE,FALSE,1685674298,FALSE
2023-06-02T02:58:18Z,android,196413,PH,,Good Girls Go Bad (feat. Leighton Meester),Cobra Starship,Hot Mess,spotify:track:7kMfu3KUydmrFVGEAhjtyl,,,,,,,,trackdone,trackdone,FALSE,FALSE,FALSE,1685674500,FALSE
2023-06-02T03:02:06Z,android,227853,PH,,Never Say Never,Justin Bieber,Never Say Never - The Remixes,spotify:track:5GYbkDveRD2I8M5ZJ14hWn,,,,,,,,trackdone,trackdone,FALSE,FALSE,FALSE,1685674697,FALSE
2023-06-02T03:05:54Z,android,227666,PH,,Irreplaceable,Beyoncé,B'Day,spotify:track:07lxDm1s8FVO4GF54Nooiz,,,,,,,,trackdone,trackdone,FALSE,FALSE,FALSE,1685674925,FALSE
2023-06-02T03:09:26Z,android,211920,PH,,Die Young,Kesha,Warrior (Expanded Edition),spotify:track:7EQGXaVSyEDsCWKmUcfpLk,,,,,,,,trackdone,trackdone,FALSE,FALSE,FALSE,1685675153,FALSE
2023-06-02T03:13:01Z,android,214226,PH,,Beautiful Soul,Jesse McCartney,Beautiful Soul,spotify:track:1HwpWwa6bnqqRhK8agG4RS,,,,,,,,trackdone,trackdone,FALSE,FALSE,FALSE,1685675366,FALSE
2023-06-02T03:13:15Z,android,13165,PH,,Wild Ones (feat. Sia),Flo Rida,Wild Ones,spotify:track:1NpW5kyvO4XrNJ3rnfcNy3,,,,,,,,trackdone,fwdbtn,FALSE,TRUE,FALSE,1685675580,FALSE
2023-06-02T03:13:17Z,android,1096,PH,,Tattoo,Jordin Sparks,Jordin Sparks,spotify:track:1oi3vkeOGXAd3qljM5o9Oe,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1685675595,FALSE
2023-06-02T03:13:29Z,android,1676,PH,,Umbrella,Rihanna,Good Girl Gone Bad: Reloaded,spotify:track:49FYlytm3dAAraYgpoJZux,,,,,,,,fwdbtn,endplay,FALSE,TRUE,FALSE,1685675596,FALSE
2023-06-02T03:17:17Z,android,218293,PH,,Rewrite The Stars,James Arthur,The Greatest Showman: Reimagined,spotify:track:7FlHNJT4TC120CDvFOHzei,,,,,,,,clickrow,endplay,FALSE,TRUE,FALSE,1685675610,FALSE
2023-06-02T03:22:13Z,android,217946,PH,,IDGAF,Dua Lipa,Dua Lipa,spotify:track:76cy1WJvNGJTj78UqeA5zr,,,,,,,,trackdone,trackdone,FALSE,FALSE,FALSE,1685675839,FALSE
2023-06-02T03:25:34Z,android,197266,PH,,One Last Time,Ariana Grande,My Everything - Deluxe,spotify:track:7xoUc6faLbCqZO6fQEYprd,,,,,,,,trackdone,trackdone,FALSE,FALSE,FALSE,1685676135,FALSE
2023-06-02T03:28:29Z,android,174800,PH,,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,"Let Me Go (with Alesso, Florida Georgia Line & watt)",spotify:track:5Gu0PDLN4YJeW75PpBSg9p,,,,,,,,trackdone,trackdone,FALSE,FALSE,FALSE,1685676333,FALSE
2023-06-02T03:32:36Z,android,247160,PH,,I Don’t Wanna Live Forever (Fifty Shades Darker),ZAYN,reputation Stadium Tour Surprise Song Playlist,spotify:track:55n9yjI6qqXh5F2mYvUc2y,,,,,,,,trackdone,trackdone,FALSE,FALSE,FALSE,1685676509,FALSE
2023-06-02T03:36:28Z,android,231826,PH,,Blank Space,Taylor Swift,1989,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,,,,,,,,trackdone,trackdone,FALSE,FALSE,FALSE,1685676756,FALSE
2023-06-02T03:40:20Z,android,231173,PH,,Payphone,Maroon 5,Overexposed Track By Track,spotify:track:1XGmzt0PVuFgQYYnV2It7A,,,,,,,,trackdone,trackdone,FALSE,FALSE,FALSE,1685676988,FALSE
2023-06-02T03:43:30Z,android,189173,PH,,Kiss and Make Up,Dua Lipa,Dua Lipa,spotify:track:7jr3iPu4O4bTCVwLMbdU2i,,,,,,,,trackdone,trackdone,FALSE,FALSE,FALSE,1685677219,FALSE
2023-06-02T03:46:10Z,android,159607,PH,,My Universe,Coldplay,Music Of The Spheres,spotify:track:46HNZY1i7O6jwTA7Slo2PI,,,,,,,,trackdone,fwdbtn,FALSE,TRUE,FALSE,1685677409,FALSE
2023-06-02T03:46:14Z,android,2916,PH,,Dynasty,MIIA,Dynasty,spotify:track:5a0sI8V5iDBiChTCfFNZL1,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1685677570,FALSE
2023-06-02T03:47:24Z,android,69132,PH,,I Like Me Better,Lauv,I met you when I was 18.,spotify:track:0EcQcdcbQeVJn9fknj44Be,,,,,,,,fwdbtn,endplay,FALSE,TRUE,FALSE,1685677574,FALSE
2023-06-02T03:50:45Z,android,199440,PH,,There's Nothing Holdin' Me Back,Shawn Mendes,Illuminate,spotify:track:7JJmb5XwzOO8jgpou264Ml,,,,,,,,clickrow,endplay,FALSE,TRUE,FALSE,1685677645,FALSE
2023-06-02T03:54:23Z,android,217946,PH,,IDGAF,Dua Lipa,Dua Lipa,spotify:track:76cy1WJvNGJTj78UqeA5zr,,,,,,,,trackdone,trackdone,FALSE,FALSE,FALSE,1685677846,FALSE
2023-06-02T03:58:08Z,android,222630,PH,,Style,Taylor Swift,1989,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,,,,,,,,trackdone,endplay,FALSE,TRUE,FALSE,1685678063,FALSE
2023-06-02T04:02:30Z,android,263500,PH,,Ikaw Lang,NOBITA,Ikaw Lang,spotify:track:16iRlyUMJVPqz62DlomMre,,,,,,,,clickrow,endplay,FALSE,TRUE,FALSE,1685678287,FALSE
2023-06-02T04:06:32Z,android,241185,PH,,Uhaw (Tayong Lahat),Dilaw,Uhaw (Tayong Lahat),spotify:track:47OFMuRu5lzJHRbtEXPBbs,,,,,,,,trackdone,trackdone,FALSE,FALSE,FALSE,1685678551,FALSE
2023-06-02T04:13:19Z,android,354071,PH,,Need You,Bosx1ne,Need You,spotify:track:5hCJIUsAqjKFlvKrvCcUIb,,,,,,,,trackdone,trackdone,FALSE,FALSE,FALSE,1685678792,FALSE
2023-06-02T04:17:59Z,android,280426,PH,,Sino,Unique Salonga,Grandma,spotify:track:2xCkiGqGMkAIg6fQTag51C,,,,,,,,trackdone,trackdone,FALSE,FALSE,FALSE,1685679198,FALSE
2023-06-02T04:22:30Z,android,270250,PH,,Pasilyo,SunKissed Lola,Pasilyo,spotify:track:0uZFcsx96wzbixsULmrg8o,,,,,,,,trackdone,trackdone,FALSE,FALSE,FALSE,1685679479,FALSE
2023-06-02T04:22:51Z,android,19157,PH,,Mahika,Adie,Mahika,spotify:track:47sq83n5WN22ZzYnGn8aTy,,,,,,,,trackdone,fwdbtn,FALSE,TRUE,FALSE,1685679750,FALSE
2023-06-02T04:26:22Z,android,210959,PH,,Diwata (Miss Universe Philippines 2021),Sam Concepcion,Diwata (Miss Universe Philippines 2021),spotify:track:152sJgmftB46Q6IsDTUDLN,,,,,,,,fwdbtn,trackdone,FALSE,FALSE,FALSE,1685679770,FALSE
2023-06-02T04:26:31Z,android,7277,PH,,We Could Happen,AJ Rafael,Red Roses,spotify:track:4kDjkFIzZK3MG97Y1yQ3Nm,,,,,,,,trackdone,fwdbtn,FALSE,TRUE,FALSE,1685679981,FALSE
